Date_and_Time;In_Motorcycle;In_Car;In_BusTruck;In_Total;In_PCE;In_Velocity;In_VCRatio;Out_Motorcycle;Out_Car;Out_BusTruck;Out_Total;Out_PCE;Out_Velocity;Out_VCRatio;Total_Motorcycle;Total_Car;Total_BusTruck;Total_Total;Total_PCE;Total_Velocity;Total_VCRatio
2023-05-28 23:00;728;710;18;1.456;915;21,5;0,13 ;2.634;1.092;221;3.947;2.038;18,1;0,29 ;3.362;1.802;239;5.403;2.953;19,7;0,21 
2023-05-29 00:00;608;626;18;1.252;801;22,7;0,11 ;2.554;976;196;3.726;1.869;17,0;0,26 ;3.162;1.602;214;4.978;2.671;19,7;0,19 
2023-05-29 01:00;363;427;14;804;536;24,7;0,08 ;2.321;892;179;3.392;1.705;13,6;0,24 ;2.684;1.319;193;4.196;2.241;18,5;0,16 
2023-05-29 02:00;251;392;3;646;459;23,9;0,06 ;2.171;856;155;3.182;1.600;13,5;0,23 ;2.422;1.248;158;3.828;2.059;17,7;0,14 
2023-05-29 03:00;173;322;41;536;419;25,5;0,06 ;2.237;950;219;3.406;1.794;14,3;0,25 ;2.410;1.272;260;3.942;2.213;18,7;0,16 
2023-05-29 04:00;248;214;31;493;316;25,1;0,04 ;2.336;833;169;3.338;1.637;14,0;0,23 ;2.584;1.047;200;3.831;1.953;18,2;0,14 
2023-05-29 05:00;464;461;44;969;634;27,8;0,09 ;2.473;845;232;3.550;1.765;18,7;0,25 ;2.937;1.306;276;4.519;2.399;22,7;0,17 
2023-05-29 06:00;1.291;650;65;2.006;1.057;22,5;0,15 ;3.329;1.057;255;4.641;2.221;22,8;0,31 ;4.620;1.707;320;6.647;3.278;22,6;0,23 
2023-05-29 07:00;1.997;755;72;2.824;1.348;23,1;0,19 ;4.217;1.386;286;5.889;2.812;22,1;0,40 ;6.214;2.141;358;8.713;4.160;22,6;0,29 
2023-05-29 08:00;1.933;811;96;2.840;1.419;25,0;0,20 ;4.721;1.699;343;6.763;3.325;20,9;0,47 ;6.654;2.510;439;9.603;4.744;22,9;0,33 
2023-05-29 09:00;1.716;695;61;2.472;1.203;22,8;0,17 ;4.702;1.779;440;6.921;3.527;18,8;0,50 ;6.418;2.474;501;9.393;4.730;20,7;0,33 
2023-05-29 10:00;1.321;782;49;2.152;1.176;21,0;0,17 ;4.306;1.723;469;6.498;3.409;17,7;0,48 ;5.627;2.505;518;8.650;4.585;19,3;0,32 
2023-05-29 11:00;1.357;770;56;2.183;1.182;20,5;0,17 ;4.112;1.766;418;6.296;3.337;18,0;0,47 ;5.469;2.536;474;8.479;4.519;19,2;0,32 
2023-05-29 12:00;1.236;820;47;2.103;1.190;19,9;0,17 ;4.322;1.881;440;6.643;3.534;17,6;0,50 ;5.558;2.701;487;8.746;4.724;18,7;0,33 
2023-05-29 13:00;1.296;841;98;2.235;1.292;19,3;0,18 ;4.484;1.859;434;6.777;3.544;18,2;0,50 ;5.780;2.700;532;9.012;4.837;18,7;0,34 
2023-05-29 14:00;1.321;895;80;2.296;1.329;21,3;0,19 ;4.573;1.849;397;6.819;3.508;17,9;0,49 ;5.894;2.744;477;9.115;4.838;19,6;0,34 
2023-05-29 15:00;1.402;857;44;2.303;1.265;20,6;0,18 ;4.473;1.849;447;6.769;3.548;17,6;0,50 ;5.875;2.706;491;9.072;4.813;19,0;0,34 
2023-05-29 16:00;1.544;743;105;2.392;1.266;20,8;0,18 ;5.126;1.786;451;7.363;3.654;18,8;0,51 ;6.670;2.529;556;9.755;4.919;19,8;0,35 
2023-05-29 17:00;1.956;708;55;2.719;1.269;21,7;0,18 ;5.240;1.880;343;7.463;3.636;19,0;0,51 ;7.196;2.588;398;10.182;4.904;20,3;0,35 
2023-05-29 18:00;1.781;702;59;2.542;1.224;19,3;0,17 ;4.801;1.593;338;6.732;3.233;20,0;0,46 ;6.582;2.295;397;9.274;4.457;19,7;0,31 
2023-05-29 19:00;1.370;723;74;2.167;1.162;19,8;0,16 ;4.383;1.665;336;6.384;3.198;18,8;0,45 ;5.753;2.388;410;8.551;4.359;19,3;0,31 
2023-05-29 20:00;1.153;624;29;1.806;950;23,0;0,13 ;4.088;1.468;243;5.799;2.806;19,0;0,39 ;5.241;2.092;272;7.605;3.756;20,8;0,26 
2023-05-29 21:00;1.065;717;35;1.817;1.029;21,5;0,14 ;3.669;1.483;235;5.387;2.706;18,5;0,38 ;4.734;2.200;270;7.204;3.735;19,9;0,26 
2023-05-29 22:00;976;787;13;1.776;1.048;22,3;0,15 ;3.578;1.350;216;5.144;2.525;19,3;0,36 ;4.554;2.137;229;6.920;3.573;20,7;0,25 
2023-05-29 23:00;611;609;7;1.227;771;23,5;0,11 ;3.254;1.136;223;4.613;2.239;18,7;0,32 ;3.865;1.745;230;5.840;3.010;20,9;0,21 
2023-05-30 00:00;451;536;17;1.004;671;24,9;0,09 ;3.080;1.084;242;4.406;2.169;16,4;0,31 ;3.531;1.620;259;5.410;2.839;20,2;0,20 
2023-05-30 01:00;297;433;14;744;525;24,2;0,07 ;3.045;965;219;4.229;2.011;15,0;0,28 ;3.342;1.398;233;4.973;2.536;19,1;0,18 
2023-05-30 02:00;288;358;5;651;437;29,4;0,06 ;2.908;895;238;4.041;1.931;13,3;0,27 ;3.196;1.253;243;4.692;2.368;20,3;0,17 
2023-05-30 03:00;167;333;21;521;402;25,2;0,06 ;2.960;973;197;4.130;1.969;14,6;0,28 ;3.127;1.306;218;4.651;2.371;19,0;0,17 
2023-05-30 04:00;203;266;22;491;345;30,9;0,05 ;3.093;863;170;4.126;1.857;13,4;0,26 ;3.296;1.129;192;4.617;2.203;20,3;0,16 
2023-05-30 05:00;424;434;36;894;587;28,4;0,08 ;3.264;986;248;4.498;2.124;18,0;0,30 ;3.688;1.420;284;5.392;2.711;22,3;0,19 
2023-05-30 06:00;1.252;605;76;1.933;1.017;24,4;0,14 ;3.782;1.306;334;5.422;2.686;20,0;0,38 ;5.034;1.911;410;7.355;3.703;22,1;0,26 
2023-05-30 07:00;1.824;747;85;2.656;1.314;26,2;0,18 ;5.219;1.674;329;7.222;3.406;20,4;0,48 ;7.043;2.421;414;9.878;4.720;23,2;0,33 
2023-05-30 08:00;1.948;698;61;2.707;1.264;25,4;0,18 ;5.637;1.994;431;8.062;3.964;20,2;0,56 ;7.585;2.692;492;10.769;5.228;22,7;0,37 
2023-05-30 09:00;1.573;709;59;2.341;1.179;20,8;0,17 ;5.433;2.004;383;7.820;3.860;18,8;0,54 ;7.006;2.713;442;10.161;5.039;19,7;0,35 
2023-05-30 10:00;1.400;800;36;2.236;1.197;21,1;0,17 ;5.151;1.944;426;7.521;3.786;19,0;0,53 ;6.551;2.744;462;9.757;4.982;20,0;0,35 
2023-05-30 11:00;1.947;1.038;62;3.047;1.605;18,7;0,23 ;4.767;1.899;342;7.008;3.535;18,9;0,50 ;6.714;2.937;404;10.055;5.141;18,8;0,36 
2023-05-30 12:00;2.280;1.430;55;3.765;2.072;22,0;0,29 ;4.866;2.119;377;7.362;3.826;19,0;0,54 ;7.146;3.549;432;11.127;5.897;20,4;0,42 
2023-05-30 13:00;2.589;1.134;121;3.844;1.939;17,2;0,27 ;5.080;2.026;353;7.459;3.755;18,9;0,53 ;7.669;3.160;474;11.303;5.693;18,1;0,40 
2023-05-30 14:00;2.435;1.267;117;3.819;2.028;18,6;0,29 ;5.670;1.929;358;7.957;3.812;18,8;0,54 ;8.105;3.196;475;11.776;5.840;18,7;0,41 
2023-05-30 15:00;2.674;1.299;73;4.046;2.062;17,0;0,29 ;5.658;2.020;360;8.038;3.903;19,6;0,55 ;8.332;3.319;433;12.084;5.965;18,3;0,42 
2023-05-30 16:00;2.712;1.105;137;3.954;1.961;18,7;0,28 ;6.628;1.793;302;8.723;3.843;21,5;0,54 ;9.340;2.898;439;12.677;5.804;20,1;0,41 
2023-05-30 17:00;3.171;997;84;4.252;1.899;19,6;0,27 ;6.354;1.749;269;8.372;3.687;20,2;0,52 ;9.525;2.746;353;12.624;5.586;19,9;0,39 
2023-05-30 18:00;2.127;990;91;3.208;1.640;18,8;0,23 ;5.983;1.757;311;8.051;3.657;21,0;0,51 ;8.110;2.747;402;11.259;5.297;20,0;0,37 
2023-05-30 19:00;2.013;935;91;3.039;1.557;14,4;0,22 ;4.020;1.494;239;5.753;2.810;22,7;0,40 ;6.033;2.429;330;8.792;4.366;18,8;0,31 
2023-05-30 20:00;3.567;1.220;37;4.824;2.160;14,4;0,30 ;3.423;1.265;192;4.880;2.370;27,0;0,33 ;6.990;2.485;229;9.704;4.530;20,9;0,32 
2023-05-30 21:00;1.773;1.117;48;2.938;1.623;16,9;0,23 ;4.169;1.507;124;5.800;2.710;27,0;0,38 ;5.942;2.624;172;8.738;4.333;22,3;0,30 
2023-05-30 22:00;4.574;1.806;75;6.455;3.047;16,6;0,43 ;1.658;914;67;2.639;1.416;32,4;0,20 ;6.232;2.720;142;9.094;4.463;24,9;0,31 
2023-05-30 23:00;4.656;2.350;131;7.137;3.684;16,9;0,52 ;1.140;675;29;1.844;998;38,5;0,14 ;5.796;3.025;160;8.981;4.682;28,0;0,33 
2023-05-31 00:00;3.782;1.254;21;5.057;2.227;15,0;0,31 ;1.055;497;50;1.602;826;41,1;0,12 ;4.837;1.751;71;6.659;3.053;28,0;0,21 
2023-05-31 01:00;367;433;6;806;533;23,9;0,07 ;1.427;1.106;128;2.661;1.629;43,1;0,23 ;1.794;1.539;134;3.467;2.162;34,5;0,15 
2023-05-31 02:00;287;443;8;738;525;24,7;0,07 ;1.858;964;272;3.094;1.782;28,6;0,25 ;2.145;1.407;280;3.832;2.307;26,9;0,16 
2023-05-31 03:00;243;240;20;503;327;23,5;0,05 ;1.898;753;278;2.929;1.589;13,3;0,22 ;2.141;993;298;3.432;1.916;17,0;0,13 
2023-05-31 04:00;268;206;11;485;287;25,8;0,04 ;3.027;906;214;4.147;1.941;12,3;0,27 ;3.295;1.112;225;4.632;2.228;17,0;0,16 
2023-05-31 05:00;500;448;60;1.008;651;28,1;0,09 ;3.600;1.059;320;4.979;2.375;15,9;0,33 ;4.100;1.507;380;5.987;3.026;21,0;0,21 
2023-05-31 06:00;1.367;731;79;2.177;1.175;24,4;0,17 ;3.976;1.333;340;5.649;2.769;18,9;0,39 ;5.343;2.064;419;7.826;3.944;21,6;0,28 
2023-05-31 07:00;1.869;800;82;2.751;1.374;25,2;0,19 ;4.925;1.625;310;6.860;3.259;20,6;0,46 ;6.794;2.425;392;9.611;4.633;22,8;0,33 
2023-05-31 08:00;2.070;827;145;3.042;1.533;26,9;0,22 ;5.699;1.933;395;8.027;3.871;20,7;0,54 ;7.769;2.760;540;11.069;5.404;23,7;0,38 
2023-05-31 09:00;1.801;761;74;2.636;1.307;22,9;0,18 ;5.930;1.818;433;8.181;3.863;18,4;0,54 ;7.731;2.579;507;10.817;5.171;20,5;0,36 
2023-05-31 10:00;1.546;846;44;2.436;1.290;22,6;0,18 ;5.978;1.835;344;8.157;3.777;19,5;0,53 ;7.524;2.681;388;10.593;5.066;21,0;0,36 
2023-05-31 11:00;1.367;814;40;2.221;1.208;20,6;0,17 ;5.345;2.030;330;7.705;3.795;18,1;0,53 ;6.712;2.844;370;9.926;5.003;19,3;0,35 
2023-05-31 12:00;;;;;;;;5.319;2.058;387;7.764;3.891;18,7;0,55 ;5.319;2.058;387;7.764;3.891;18,7;0,55 
2023-05-31 13:00;1.026;700;33;1.759;999;22,2;0,14 ;5.668;2.032;342;8.042;3.894;19,3;0,55 ;6.694;2.732;375;9.801;4.893;20,5;0,34 
2023-05-31 14:00;1.554;915;53;2.522;1.372;18,7;0,19 ;6.581;1.936;302;8.819;3.974;20,1;0,56 ;8.135;2.851;355;11.341;5.346;19,4;0,38 
2023-05-31 15:00;1.682;918;50;2.650;1.404;20,8;0,20 ;6.788;1.921;327;9.036;4.043;19,0;0,57 ;8.470;2.839;377;11.686;5.447;19,8;0,38 
2023-05-31 16:00;1.591;786;65;2.442;1.268;13,3;0,18 ;7.136;1.801;339;9.276;4.026;20,3;0,57 ;8.727;2.587;404;11.718;5.294;17,0;0,37 
2023-05-31 17:00;2.090;831;79;3.000;1.456;20,7;0,20 ;7.060;2.007;353;9.420;4.231;20,8;0,60 ;9.150;2.838;432;12.420;5.687;20,8;0,40 
2023-05-31 18:00;2.209;1.048;91;3.348;1.719;19,7;0,24 ;6.465;1.829;335;8.629;3.881;19,6;0,55 ;8.674;2.877;426;11.977;5.599;19,7;0,39 
2023-05-31 19:00;1.777;781;71;2.629;1.318;20,4;0,19 ;6.198;1.864;327;8.389;3.839;20,5;0,54 ;7.975;2.645;398;11.018;5.156;20,4;0,36 
2023-05-31 20:00;2.018;784;60;2.862;1.367;13,3;0,19 ;5.436;1.802;334;7.572;3.595;19,8;0,51 ;7.454;2.586;394;10.434;4.962;16,7;0,35 
2023-05-31 21:00;3.020;1.552;53;4.625;2.376;17,0;0,33 ;5.395;1.936;320;7.651;3.701;19,7;0,52 ;8.415;3.488;373;12.276;6.077;18,4;0,43 
2023-05-31 22:00;3.665;2.206;107;5.978;3.261;20,7;0,46 ;5.551;1.653;275;7.479;3.398;20,5;0,48 ;9.216;3.859;382;13.457;6.660;20,6;0,47 
2023-05-31 23:00;2.759;2.081;108;4.948;2.911;19,9;0,41 ;5.444;1.552;263;7.259;3.255;20,9;0,46 ;8.203;3.633;371;12.207;6.166;20,4;0,43 
2023-06-01 00:00;1.646;937;13;2.596;1.365;24,2;0,19 ;5.917;1.494;179;7.590;3.206;22,7;0,45 ;7.563;2.431;192;10.186;4.571;23,4;0,32 
2023-06-01 01:00;825;655;24;1.504;892;24,2;0,13 ;5.501;1.411;199;7.111;3.045;23,0;0,43 ;6.326;2.066;223;8.615;3.937;23,5;0,28 
2023-06-01 02:00;546;638;46;1.230;834;27,3;0,12 ;5.597;1.352;210;7.159;3.024;22,8;0,43 ;6.143;1.990;256;8.389;3.859;24,7;0,27 
2023-06-01 03:00;411;449;28;888;588;23,7;0,08 ;5.677;1.161;174;7.012;2.806;23,3;0,40 ;6.088;1.610;202;7.900;3.395;23,4;0,24 
2023-06-01 04:00;407;458;67;932;647;28,8;0,09 ;5.466;1.045;157;6.668;2.616;22,8;0,37 ;5.873;1.503;224;7.600;3.262;25,3;0,23 
2023-06-01 05:00;718;607;60;1.385;865;25,1;0,12 ;5.589;939;166;6.694;2.552;22,5;0,36 ;6.307;1.546;226;8.079;3.417;23,7;0,24 
2023-06-01 06:00;1.174;717;34;1.925;1.055;25,2;0,15 ;5.862;1.178;182;7.222;2.880;23,8;0,41 ;7.036;1.895;216;9.147;3.935;24,5;0,28 
2023-06-01 07:00;786;694;36;1.516;937;28,8;0,13 ;6.313;1.452;266;8.031;3.376;23,3;0,48 ;7.099;2.146;302;9.547;4.313;25,8;0,30 
2023-06-01 08:00;799;689;52;1.540;956;28,0;0,13 ;6.442;1.664;314;8.420;3.683;22,2;0,52 ;7.241;2.353;366;9.960;4.639;24,9;0,33 
2023-06-01 09:00;867;719;72;1.658;1.029;23,4;0,14 ;6.666;1.879;276;8.821;3.904;22,8;0,55 ;7.533;2.598;348;10.479;4.934;23,1;0,35 
2023-06-01 10:00;1.324;1.397;74;2.795;1.824;23,2;0,26 ;6.499;1.827;322;8.648;3.870;21,9;0,54 ;7.823;3.224;396;11.443;5.695;22,5;0,40 
2023-06-01 11:00;1.411;1.050;34;2.495;1.447;22,5;0,20 ;6.288;1.981;306;8.575;3.951;21,5;0,56 ;7.699;3.031;340;11.070;5.398;22,0;0,38 
2023-06-01 12:00;899;788;50;1.737;1.078;23,0;0,15 ;6.624;1.890;293;8.807;3.927;22,0;0,55 ;7.523;2.678;343;10.544;5.005;22,5;0,35 
2023-06-01 13:00;845;910;55;1.810;1.193;23,1;0,17 ;6.788;1.782;276;8.846;3.838;22,6;0,54 ;7.633;2.692;331;10.656;5.031;22,8;0,35 
2023-06-01 14:00;948;917;44;1.909;1.211;21,6;0,17 ;6.469;1.829;298;8.596;3.834;24,7;0,54 ;7.417;2.746;342;10.505;5.045;23,2;0,36 
2023-06-01 15:00;983;976;52;2.011;1.289;22,8;0,18 ;6.687;1.894;274;8.855;3.922;22,9;0,55 ;7.670;2.870;326;10.866;5.211;22,8;0,37 
2023-06-01 16:00;1.056;973;56;2.085;1.310;21,7;0,18 ;6.950;1.826;288;9.064;3.938;24,9;0,55 ;8.006;2.799;344;11.149;5.248;23,3;0,37 
2023-06-01 17:00;1.071;913;48;2.032;1.243;21,0;0,17 ;6.900;1.828;245;8.973;3.872;24,4;0,54 ;7.971;2.741;293;11.005;5.115;22,7;0,36 
2023-06-01 18:00;1.152;851;80;2.083;1.243;19,2;0,17 ;7.127;1.700;224;9.051;3.773;24,8;0,53 ;8.279;2.551;304;11.134;5.016;22,1;0,35 
2023-06-01 19:00;1.215;1.022;31;2.268;1.366;19,0;0,19 ;6.725;1.785;267;8.777;3.813;24,7;0,54 ;7.940;2.807;298;11.045;5.179;21,9;0,36 
2023-06-01 20:00;1.160;1.082;31;2.273;1.412;19,0;0,20 ;7.034;1.873;272;9.179;3.985;23,3;0,56 ;8.194;2.955;303;11.452;5.397;21,2;0,38 
2023-06-01 21:00;1.401;984;30;2.415;1.373;18,1;0,19 ;6.906;1.791;212;8.909;3.793;24,3;0,53 ;8.307;2.775;242;11.324;5.166;21,2;0,36 
2023-06-01 22:00;1.205;1.028;27;2.260;1.364;19,6;0,19 ;6.609;1.694;254;8.557;3.676;24,5;0,52 ;7.814;2.722;281;10.817;5.041;22,1;0,35 
2023-06-01 23:00;852;760;16;1.628;994;22,5;0,14 ;6.447;1.556;265;8.268;3.512;25,1;0,49 ;7.299;2.316;281;9.896;4.506;23,9;0,32 
2023-06-02 00:00;710;718;26;1.454;929;24,8;0,13 ;6.232;1.420;252;7.904;3.306;25,1;0,47 ;6.942;2.138;278;9.358;4.235;25,0;0,30 
2023-06-02 01:00;438;656;28;1.122;802;24,9;0,11 ;6.086;1.285;191;7.562;3.055;26,1;0,43 ;6.524;1.941;219;8.684;3.857;25,6;0,27 
2023-06-02 02:00;444;404;12;860;531;27,5;0,07 ;5.865;1.347;201;7.413;3.075;24,6;0,43 ;6.309;1.751;213;8.273;3.605;25,8;0,25 
2023-06-02 03:00;292;317;0;609;390;28,0;0,05 ;5.798;1.202;235;7.235;2.957;24,1;0,42 ;6.090;1.519;235;7.844;3.347;25,5;0,24 
2023-06-02 04:00;262;223;10;495;302;26,5;0,04 ;5.846;1.151;196;7.193;2.867;23,3;0,40 ;6.108;1.374;206;7.688;3.169;24,4;0,22 
2023-06-02 05:00;326;466;34;826;592;26,8;0,08 ;5.924;1.289;268;7.481;3.118;23,7;0,44 ;6.250;1.755;302;8.307;3.710;25,0;0,26 
2023-06-02 06:00;548;497;59;1.104;711;27,0;0,10 ;6.246;1.459;274;7.979;3.377;24,1;0,48 ;6.794;1.956;333;9.083;4.087;25,3;0,29 
2023-06-02 07:00;972;521;110;1.603;907;25,6;0,13 ;6.695;1.551;290;8.536;3.602;24,7;0,51 ;7.667;2.072;400;10.139;4.509;25,1;0,32 
2023-06-02 08:00;975;691;62;1.728;1.015;24,8;0,14 ;6.816;1.884;354;9.054;4.048;24,4;0,57 ;7.791;2.575;416;10.782;5.064;24,6;0,36 
2023-06-02 09:00;932;650;86;1.668;995;24,6;0,14 ;5.653;1.909;330;7.892;3.751;28,0;0,53 ;6.585;2.559;416;9.560;4.746;26,5;0,33 
2023-06-02 10:00;972;765;43;1.780;1.064;22,1;0,15 ;5.646;2.045;286;7.977;3.828;27,6;0,54 ;6.618;2.810;329;9.757;4.892;25,1;0,34 
2023-06-02 11:00;1.006;730;41;1.777;1.035;23,7;0,15 ;5.922;2.177;308;8.407;4.058;25,7;0,57 ;6.928;2.907;349;10.184;5.093;24,9;0,36 
2023-06-02 12:00;831;661;26;1.518;903;21,4;0,13 ;5.251;2.241;276;7.768;3.913;26,2;0,55 ;6.082;2.902;302;9.286;4.815;24,1;0,34 
2023-06-02 13:00;1.050;848;30;1.928;1.150;21,6;0,16 ;5.891;2.223;265;8.379;4.040;25,2;0,57 ;6.941;3.071;295;10.307;5.190;23,5;0,37 
2023-06-02 14:00;1.106;941;45;2.092;1.276;23,7;0,18 ;5.904;2.238;329;8.471;4.142;26,0;0,58 ;7.010;3.179;374;10.563;5.418;24,9;0,38 
2023-06-02 15:00;1.216;877;22;2.115;1.210;17,3;0,17 ;6.077;2.109;251;8.437;3.955;27,2;0,56 ;7.293;2.986;273;10.552;5.164;22,7;0,36 
2023-06-02 16:00;468;338;19;825;480;16,9;0,07 ;6.178;1.935;240;8.353;3.792;28,1;0,53 ;6.646;2.273;259;9.178;4.271;25,4;0,30 
2023-06-02 17:00;;;;;;;;5.768;2.032;238;8.038;3.783;28,3;0,53 ;5.768;2.032;238;8.038;3.783;28,3;0,53 
2023-06-02 18:00;;;;;;;;5.350;2.013;134;7.497;3.525;27,6;0,50 ;5.350;2.013;134;7.497;3.525;27,6;0,50 
2023-06-02 19:00;;;;;;;;4.917;1.987;194;7.098;3.468;27,7;0,49 ;4.917;1.987;194;7.098;3.468;27,7;0,49 
2023-06-02 20:00;;;;;;;;4.889;2.162;166;7.217;3.600;27,3;0,51 ;4.889;2.162;166;7.217;3.600;27,3;0,51 
2023-06-02 21:00;;;;;;;;5.137;1.991;112;7.240;3.421;28,5;0,48 ;5.137;1.991;112;7.240;3.421;28,5;0,48 
2023-06-02 22:00;;;;;;;;4.980;1.819;104;6.903;3.199;29,9;0,45 ;4.980;1.819;104;6.903;3.199;29,9;0,45 
2023-06-02 23:00;;;;;;;;4.915;1.681;97;6.693;3.036;32,1;0,43 ;4.915;1.681;97;6.693;3.036;32,1;0,43 
2023-06-03 00:00;;;;;;;;4.572;1.663;100;6.335;2.936;30,7;0,41 ;4.572;1.663;100;6.335;2.936;30,7;0,41 
2023-06-03 01:00;;;;;;;;2.910;919;214;4.043;1.925;24,7;0,27 ;2.910;919;214;4.043;1.925;24,7;0,27 
2023-06-03 02:00;;;;;;;;3.154;1.056;273;4.483;2.199;21,4;0,31 ;3.154;1.056;273;4.483;2.199;21,4;0,31 
2023-06-03 03:00;;;;;;;;4.091;1.441;156;5.688;2.667;28,7;0,38 ;4.091;1.441;156;5.688;2.667;28,7;0,38 
2023-06-03 04:00;;;;;;;;4.204;1.384;171;5.759;2.657;32,0;0,37 ;4.204;1.384;171;5.759;2.657;32,0;0,37 
2023-06-03 05:00;;;;;;;;4.272;1.459;168;5.899;2.745;32,9;0,39 ;4.272;1.459;168;5.899;2.745;32,9;0,39 
2023-06-03 06:00;0;0;0;0;0;;0,00 ;4.481;1.435;168;6.084;2.774;32,3;0,39 ;4.481;1.435;168;6.084;2.774;32,3;0,20 
2023-06-03 07:00;0;0;0;0;0;;0,00 ;4.643;1.465;176;6.284;2.855;33,4;0,40 ;4.643;1.465;176;6.284;2.855;33,4;0,20 
2023-06-03 08:00;0;0;0;0;0;;0,00 ;4.794;1.668;175;6.637;3.094;32,1;0,44 ;4.794;1.668;175;6.637;3.094;32,1;0,22 
2023-06-03 09:00;0;0;0;0;0;;0,00 ;5.006;1.865;192;7.063;3.366;30,8;0,47 ;5.006;1.865;192;7.063;3.366;30,8;0,24 
2023-06-03 10:00;0;0;0;0;0;;0,00 ;5.575;1.916;226;7.717;3.604;30,0;0,51 ;5.575;1.916;226;7.717;3.604;30,0;0,25 
2023-06-03 11:00;0;0;0;0;0;;0,00 ;5.684;2.152;241;8.077;3.886;28,5;0,55 ;5.684;2.152;241;8.077;3.886;28,5;0,27 
2023-06-03 12:00;0;0;0;0;0;;0,00 ;5.765;2.192;234;8.191;3.937;27,1;0,55 ;5.765;2.192;234;8.191;3.937;27,1;0,28 
2023-06-03 13:00;104;111;7;222;146;22,2;0,02 ;5.819;2.168;188;8.175;3.867;27,5;0,54 ;5.923;2.279;195;8.397;4.013;26,7;0,28 
2023-06-03 14:00;216;217;10;443;284;26,1;0,04 ;5.764;2.078;233;8.075;3.822;29,2;0,54 ;5.980;2.295;243;8.518;4.106;28,6;0,29 
2023-06-03 15:00;709;1.221;61;1.991;1.478;27,0;0,21 ;4.981;2.139;151;7.271;3.581;29,7;0,50 ;5.690;3.360;212;9.262;5.058;28,3;0,36 
2023-06-03 16:00;780;1.382;57;2.219;1.651;22,4;0,23 ;4.836;2.223;131;7.190;3.602;29,5;0,51 ;5.616;3.605;188;9.409;5.253;26,0;0,37 
2023-06-03 17:00;911;1.325;45;2.281;1.611;23,7;0,23 ;4.952;2.031;130;7.113;3.438;28,6;0,48 ;5.863;3.356;175;9.394;5.049;26,2;0,36 
2023-06-03 18:00;804;1.305;41;2.150;1.559;23,4;0,22 ;4.907;1.888;147;6.942;3.306;28,2;0,47 ;5.711;3.193;188;9.092;4.865;25,9;0,34 
2023-06-03 19:00;1.025;1.405;63;2.493;1.743;21,7;0,25 ;5.237;1.908;120;7.265;3.373;28,0;0,47 ;6.262;3.313;183;9.758;5.116;25,0;0,36 
2023-06-03 20:00;1.168;1.540;84;2.792;1.941;19,5;0,27 ;5.627;1.768;139;7.534;3.355;27,9;0,47 ;6.795;3.308;223;10.326;5.297;23,7;0,37 
2023-06-03 21:00;1.203;1.547;100;2.850;1.978;20,4;0,28 ;5.729;1.742;147;7.618;3.365;28,3;0,47 ;6.932;3.289;247;10.468;5.343;24,4;0,38 
2023-06-03 22:00;1.092;1.078;48;2.218;1.413;28,4;0,20 ;5.432;1.670;111;7.213;3.172;31,4;0,45 ;6.524;2.748;159;9.431;4.586;29,9;0,32 
2023-06-03 23:00;1.052;1.071;65;2.188;1.419;32,1;0,20 ;5.262;1.489;47;6.798;2.866;33,7;0,40 ;6.314;2.560;112;8.986;4.284;32,9;0,30 
2023-06-04 00:00;997;1.031;51;2.079;1.347;32,0;0,19 ;5.314;1.301;76;6.691;2.728;35,5;0,38 ;6.311;2.332;127;8.770;4.075;33,8;0,29 
2023-06-04 01:00;789;1.172;28;1.989;1.406;31,5;0,20 ;4.885;1.360;90;6.335;2.698;36,5;0,38 ;5.674;2.532;118;8.324;4.104;34,0;0,29 
2023-06-04 02:00;596;824;36;1.456;1.020;31,1;0,14 ;4.537;1.287;86;5.910;2.533;35,5;0,36 ;5.133;2.111;122;7.366;3.553;33,3;0,25 
2023-06-04 03:00;316;517;21;854;623;34,8;0,09 ;4.159;1.315;101;5.575;2.486;34,0;0,35 ;4.475;1.832;122;6.429;3.109;34,3;0,22 
2023-06-04 04:00;183;323;35;541;414;32,6;0,06 ;3.964;1.300;127;5.391;2.456;32,9;0,35 ;4.147;1.623;162;5.932;2.870;32,7;0,20 
2023-06-04 05:00;174;274;40;488;370;31,6;0,05 ;4.164;1.292;192;5.648;2.583;33,4;0,36 ;4.338;1.566;232;6.136;2.952;32,6;0,21 
2023-06-04 06:00;;;;;;;;;;;;;;;;;;;;;
2023-06-04 07:00;;;;;;;;;;;;;;;;;;;;;
2023-06-04 08:00;;;;;;;;;;;;;;;;;;;;;
2023-06-04 09:00;;;;;;;;;;;;;;;;;;;;;
2023-06-04 10:00;599;970;44;1.613;1.177;27,8;0,17 ;5.235;1.860;210;7.305;3.442;29,6;0,48 ;5.834;2.830;254;8.918;4.619;28,7;0,33 
2023-06-04 11:00;518;1.008;60;1.586;1.216;29,0;0,17 ;5.497;1.908;213;7.618;3.559;28,6;0,50 ;6.015;2.916;273;9.204;4.775;28,8;0,34 
2023-06-04 12:00;536;922;35;1.493;1.102;28,7;0,16 ;5.896;1.981;230;8.107;3.754;27,5;0,53 ;6.432;2.903;265;9.600;4.856;28,1;0,34 
2023-06-04 13:00;676;1.053;51;1.780;1.288;26,0;0,18 ;5.340;1.990;219;7.549;3.610;29,6;0,51 ;6.016;3.043;270;9.329;4.898;27,8;0,34 
